Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES","COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES","COMMODITY TOTALS, OPERATIONS WITH SALES","COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $","COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $","COMMODITY TOTALS, SALES, MEASURED IN $",Domain,Domain Category,Value,CV (%)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MADISON,89,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",84,,84,,,,TOTAL,NOT SPECIFIED,84,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MADISON,89,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,202000,,202000,TOTAL,NOT SPECIFIED,"202,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MARION,93,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",8,,8,,,,TOTAL,NOT SPECIFIED,8,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MARION,93,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,54000,,54000,TOTAL,NOT SPECIFIED,"54,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MORGAN,103,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",73,,73,,,,TOTAL,NOT SPECIFIED,73,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MORGAN,103,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,2598000,,2598000,TOTAL,NOT SPECIFIED,"2,598,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,WINSTON,133,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",6,,6,,,,TOTAL,NOT SPECIFIED,6,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,WINSTON,133,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,12000,,12000,TOTAL,NOT SPECIFIED,"12,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,BIBB,7,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",13,,13,,,,TOTAL,NOT SPECIFIED,13,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,BIBB,7,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,62000,,62000,TOTAL,NOT SPECIFIED,"62,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CHAMBERS,17,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",24,,24,,,,TOTAL,NOT SPECIFIED,24,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CHAMBERS,17,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,81000,,81000,TOTAL,NOT SPECIFIED,"81,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CHILTON,21,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",57,,57,,,,TOTAL,NOT SPECIFIED,57,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CHILTON,21,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,685000,,685000,TOTAL,NOT SPECIFIED,"685,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CLAY,27,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",41,,41,,,,TOTAL,NOT SPECIFIED,41,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CLAY,27,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,473000,,473000,TOTAL,NOT SPECIFIED,"473,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,COOSA,37,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",9,,9,,,,TOTAL,NOT SPECIFIED,9,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,COOSA,37,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,30000,,30000,TOTAL,NOT SPECIFIED,"30,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,FAYETTE,57,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",8,,8,,,,TOTAL,NOT SPECIFIED,8,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,FAYETTE,57,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,12000,,12000,TOTAL,NOT SPECIFIED,"12,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,JEFFERSON,73,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",22,,22,,,,TOTAL,NOT SPECIFIED,22,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,JEFFERSON,73,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,37000,,37000,TOTAL,NOT SPECIFIED,"37,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,LAMAR,75,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",4,,4,,,,TOTAL,NOT SPECIFIED,4,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,LAMAR,75,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,, (D),,,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,LEE,81,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",36,,36,,,,TOTAL,NOT SPECIFIED,36,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,LEE,81,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,469000,,469000,TOTAL,NOT SPECIFIED,"469,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,PICKENS,107,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",7,,7,,,,TOTAL,NOT SPECIFIED,7,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,PICKENS,107,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,7000,,7000,TOTAL,NOT SPECIFIED,"7,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,RANDOLPH,111,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",21,,21,,,,TOTAL,NOT SPECIFIED,21,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,RANDOLPH,111,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,99000,,99000,TOTAL,NOT SPECIFIED,"99,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,SHELBY,117,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",42,,42,,,,TOTAL,NOT SPECIFIED,42,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,SHELBY,117,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,190000,,190000,TOTAL,NOT SPECIFIED,"190,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLADEGA,121,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",43,,43,,,,TOTAL,NOT SPECIFIED,43,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLADEGA,121,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,353000,,353000,TOTAL,NOT SPECIFIED,"353,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLAPOOSA,123,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",7,,7,,,,TOTAL,NOT SPECIFIED,7,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLAPOOSA,123,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,15000,,15000,TOTAL,NOT SPECIFIED,"15,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TUSCALOOSA,125,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",40,,40,,,,TOTAL,NOT SPECIFIED,40,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TUSCALOOSA,125,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,100000,,100000,TOTAL,NOT SPECIFIED,"100,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,WALKER,127,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",22,,22,,,,TOTAL,NOT SPECIFIED,22,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,WALKER,127,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,27000,,27000,TOTAL,NOT SPECIFIED,"27,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,BARBOUR,5,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",16,,16,,,,TOTAL,NOT SPECIFIED,16,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,BARBOUR,5,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,68000,,68000,TOTAL,NOT SPECIFIED,"68,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,COFFEE,31,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",25,,25,,,,TOTAL,NOT SPECIFIED,25,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,COFFEE,31,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,56000,,56000,TOTAL,NOT SPECIFIED,"56,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,COVINGTON,39,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",28,,28,,,,TOTAL,NOT SPECIFIED,28,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,COVINGTON,39,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,124000,,124000,TOTAL,NOT SPECIFIED,"124,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,CRENSHAW,41,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",12,,12,,,,TOTAL,NOT SPECIFIED,12,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,CRENSHAW,41,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,35000,,35000,TOTAL,NOT SPECIFIED,"35,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,DALE,45,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",21,,21,,,,TOTAL,NOT SPECIFIED,21,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,DALE,45,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,106000,,106000,TOTAL,NOT SPECIFIED,"106,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,GENEVA,61,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",30,,30,,,,TOTAL,NOT SPECIFIED,30,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,GENEVA,61,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,386000,,386000,TOTAL,NOT SPECIFIED,"386,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,HENRY,67,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",6,,6,,,,TOTAL,NOT SPECIFIED,6,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,HENRY,67,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,15000,,15000,TOTAL,NOT SPECIFIED,"15,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,HOUSTON,69,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",42,,42,,,,TOTAL,NOT SPECIFIED,42,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,HOUSTON,69,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,139000,,139000,TOTAL,NOT SPECIFIED,"139,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",20,,20,,,,TOTAL,NOT SPECIFIED,20,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,41000,,41000,TOTAL,NOT SPECIFIED,"41,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",4,,4,,,,TOTAL,NOT SPECIFIED,4,24.8
CENSUS,2022,YEAR,,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,11000,,11000,TOTAL,NOT SPECIFIED,"11,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",65,,65,,,,TOTAL,NOT SPECIFIED,65,(L)
CENSUS,2022,YEAR,,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,509000,,509000,TOTAL,NOT SPECIFIED,"509,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",57,,57,,,,TOTAL,NOT SPECIFIED,57,(L)
CENSUS,2022,YEAR,,COUNTY,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,943000,,943000,TOTAL,NOT SPECIFIED,"943,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALASKA,2,SOUTHEAST,40,JUNEAU,,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",29,,29,,,,TOTAL,NOT SPECIFIED,29,(L)
CENSUS,2022,YEAR,,COUNTY,ALASKA,2,SOUTHEAST,40,JUNEAU,,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,218000,,218000,TOTAL,NOT SPECIFIED,"218,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALASKA,2,SOUTHWEST & WEST,50,ALEUTIAN ISLANDS,,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",13,,13,,,,TOTAL,NOT SPECIFIED,13,(L)
CENSUS,2022,YEAR,,COUNTY,ALASKA,2,SOUTHWEST & WEST,50,ALEUTIAN ISLANDS,,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,430000,,430000,TOTAL,NOT SPECIFIED,"430,000",(L)
CENSUS,2022,YEAR,,COUNTY,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",56,,56,,,,TOTAL,NOT SPECIFIED,56,(L)
CENSUS,2022,YEAR,,COUNTY,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,1220000,,1220000,TOTAL,NOT SPECIFIED,"1,220,000",(L)
CENSUS,2022,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,APACHE,1,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",81,,81,,,,TOTAL,NOT SPECIFIED,81,26.5
CENSUS,2022,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,APACHE,1,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,494000,,494000,TOTAL,NOT SPECIFIED,"494,000",0.1
CENSUS,2022,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,COCONINO,5,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",37,,37,,,,TOTAL,NOT SPECIFIED,37,26.5
CENSUS,2022,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,COCONINO,5,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,623000,,623000,TOTAL,NOT SPECIFIED,"623,000",0.1
CENSUS,2022,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,GILA,7,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES",20,,20,,,,TOTAL,NOT SPECIFIED,20,26.5
CENSUS,2022,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,GILA,7,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,254000,,254000,TOTAL,NOT SPECIFIED,"254,000",0.1
